Number,Start date,Start station,Start station number,End date,End station,End station number,Bike number,Bike model,Total duration,Total duration (ms),duration_min,trip_category,start_hour,end_hour,start_day,start_month,is_weekend,day_type
153051079,2025-10-15 22:41:00,"Bayswater Road, Hyde Park",1096,2025-10-15 22:49:00,"Warwick Avenue Station, Maida Vale",1027,57012,CLASSIC,7m 38s,458030,7.6338333333333335,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153051080,2025-10-15 22:41:00,"Hollybush Gardens, Bethnal Green",200244,2025-10-15 22:49:00,"Regent's Row , Haggerston",200064,59733,CLASSIC,8m 15s,495858,8.2643,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153051081,2025-10-15 22:41:00,"Elizabeth Bridge, Victoria",1138,2025-10-15 23:05:00,"Great Dover Street, The Borough",1017,21944,CLASSIC,24m 15s,1455226,24.253766666666667,Normal(10-40 mins),22,23,Wednesday,October,False,Weekday
153051082,2025-10-15 22:41:00,"Wardour Street, Soho",1163,2025-10-15 22:59:00,"Northdown Street, King's Cross",200058,62399,PBSC_EBIKE,17m 47s,1067714,17.795233333333332,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153051083,2025-10-15 22:41:00,"Seville Street, Knightsbridge",1177,2025-10-15 23:08:00,"Snow Hill, Farringdon",2699,58887,CLASSIC,26m 49s,1609921,26.832016666666668,Normal(10-40 mins),22,23,Wednesday,October,False,Weekday
153051084,2025-10-15 22:42:00,"Riverlight South, Nine Elms",300232,2025-10-15 23:04:00,"Guilford Street , Bloomsbury",974,20526,CLASSIC,21m 53s,1313704,21.895066666666665,Normal(10-40 mins),22,23,Wednesday,October,False,Weekday
153051062,2025-10-15 22:40:00,"Southampton Street, Strand",1228,2025-10-15 23:05:00,"New Road 1 , Whitechapel",1171,59284,CLASSIC,24m 54s,1494824,24.913733333333333,Normal(10-40 mins),22,23,Wednesday,October,False,Weekday
153051063,2025-10-15 22:40:00,"New Road 1 , Whitechapel",1171,2025-10-15 22:43:00,"Aylward Street, Stepney",300049,52555,CLASSIC,3m 47s,227356,3.789266666666667,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153051064,2025-10-15 22:40:00,"Nutford Place, Marylebone",1112,2025-10-15 22:54:00,"Frampton Street, Paddington",1099,52117,CLASSIC,13m 50s,830340,13.839,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153051065,2025-10-15 22:40:00,"Old Street Station, St. Luke's",1064,2025-10-15 22:56:00,"Kennington Road, Vauxhall",1154,56857,CLASSIC,16m 31s,991763,16.52938333333333,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153051066,2025-10-15 22:40:00,"Manresa Road, Chelsea",200010,2025-10-15 22:51:00,"St. George's Square, Pimlico",1195,56981,CLASSIC,11m 4s,664007,11.066783333333333,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153051067,2025-10-15 22:40:00,"Nutford Place, Marylebone",1112,2025-10-15 23:04:00,"Hortensia Road, West Brompton",300091,59447,CLASSIC,23m 37s,1417977,23.63295,Normal(10-40 mins),22,23,Wednesday,October,False,Weekday
153051068,2025-10-15 22:41:00,"Carnegie Street, King's Cross",300035,2025-10-15 22:47:00,"River Street , Clerkenwell",1023,30952,CLASSIC,6m 16s,376203,6.27005,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153051069,2025-10-15 22:41:00,"Southampton Street, Strand",1228,2025-10-15 23:04:00,"Albert Square, Stockwell",300209,23072,CLASSIC,23m 2s,1382375,23.039583333333333,Normal(10-40 mins),22,23,Wednesday,October,False,Weekday
153051048,2025-10-15 22:39:00,"Holborn Circus, Holborn",982,2025-10-15 22:43:00,"Wren Street, Holborn",22169,56827,CLASSIC,3m 59s,239614,3.9935666666666667,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153051049,2025-10-15 22:39:00,"Museum of London, Barbican",1043,2025-10-15 22:48:00,"Claremont Square, Angel",1104,57473,CLASSIC,9m 48s,588333,9.80555,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153051050,2025-10-15 22:39:00,"Jubilee Street, Stepney",200002,2025-10-15 22:48:00,"Central House, Aldgate",3430,55362,CLASSIC,9m 12s,552492,9.2082,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153051051,2025-10-15 22:39:00,"Concert Hall Approach, South Bank",1212,2025-10-15 22:46:00,"Walnut Tree Walk, Vauxhall",1076,57575,CLASSIC,6m 45s,405221,6.753683333333333,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153051052,2025-10-15 22:39:00,"Old Quebec Street, Marylebone",1085,2025-10-15 22:51:00,"The Tennis Courts, The Regent's Park",1199,64074,PBSC_EBIKE,12m 17s,737423,12.290383333333333,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153051053,2025-10-15 22:39:00,"Walworth Square, Walworth",300050,2025-10-15 22:45:00,"Great Dover Street, The Borough",1017,54734,CLASSIC,6m 4s,364446,6.0741,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153051054,2025-10-15 22:39:00,"Nesham Street, Wapping",1031,2025-10-15 23:15:00,"Cleveland Gardens, Bayswater",1178,62386,PBSC_EBIKE,35m 59s,2159376,35.9896,Normal(10-40 mins),22,23,Wednesday,October,False,Weekday
153051055,2025-10-15 22:39:00,"Coram Street, Bloomsbury",300201,2025-10-15 22:45:00,"Birkenhead Street, King's Cross",300212,54013,CLASSIC,5m 25s,325814,5.430233333333334,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153051056,2025-10-15 22:39:00,"Frith Street, Soho",2660,2025-10-15 23:17:00,"Finlay Street, Fulham",200029,24343,CLASSIC,37m 48s,2268400,37.806666666666665,Normal(10-40 mins),22,23,Wednesday,October,False,Weekday
153051057,2025-10-15 22:39:00,"Moorfields, Moorgate",1092,2025-10-15 22:56:00,"Old Street Station, St. Luke's",1064,21659,CLASSIC,16m 17s,977367,16.28945,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153051058,2025-10-15 22:40:00,"Palace Gardens Terrace, Notting Hill",2633,2025-10-15 22:54:00,"Surrey Lane, Battersea",300010,63190,PBSC_EBIKE,14m 28s,868280,14.471333333333334,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153051059,2025-10-15 22:39:00,"Foley Street, Fitzrovia",3494,2025-10-15 23:15:00,"Flamborough Street, Limehouse",200115,56828,CLASSIC,35m 12s,2112084,35.2014,Normal(10-40 mins),22,23,Wednesday,October,False,Weekday
153051060,2025-10-15 22:40:00,"Riverlight South, Nine Elms",300232,2025-10-15 22:52:00,"Normandy Road, Stockwell",300225,40804,CLASSIC,12m 26s,746952,12.4492,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153051061,2025-10-15 22:40:00,"Queensway, Kensington Gardens",1150,2025-10-15 22:45:00,"Cleveland Gardens, Bayswater",1178,42201,CLASSIC,5m 11s,311902,5.198366666666667,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153051030,2025-10-15 22:38:00,"Ilchester Gardens, Bayswater",200086,2025-10-15 23:12:00,"Sail Street, Vauxhall",200039,53360,CLASSIC,33m 59s,2039507,33.99178333333333,Normal(10-40 mins),22,23,Wednesday,October,False,Weekday
153051031,2025-10-15 22:38:00,"William IV Street, Strand",1028,2025-10-15 22:52:00,"Howland Street, Fitzrovia",2691,54661,CLASSIC,14m 4s,844692,14.0782,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153051033,2025-10-15 22:38:00,"Gloucester Road (North), Kensington",3447,2025-10-15 22:53:00,"Imperial Wharf Station, Sands End",300070,35024,CLASSIC,14m 45s,885268,14.754466666666668,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153051034,2025-10-15 22:38:00,"Royal Avenue 2, Chelsea",3462,2025-10-15 22:48:00,"Surrey Lane, Battersea",300010,57804,CLASSIC,10m 34s,634326,10.5721,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153051035,2025-10-15 22:38:00,"Curzon Street, Mayfair",3437,2025-10-15 23:00:00,"Albert Street, Camden Town",200118,58105,CLASSIC,21m 45s,1305928,21.765466666666665,Normal(10-40 mins),22,23,Wednesday,October,False,Weekday
153051036,2025-10-15 22:38:00,"Clarkson Street, Bethnal Green",200131,2025-10-15 22:49:00,"Bank of England Museum, Bank",1201,42044,CLASSIC,11m 29s,689923,11.498716666666667,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153051037,2025-10-15 22:38:00,"Clapham Common Station, Clapham Common",2694,2025-10-15 22:43:00,"Clapham Common North Side, Clapham Common",300065,55980,CLASSIC,4m 58s,298802,4.980033333333333,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153051038,2025-10-15 22:38:00,"Clapham Common Station, Clapham Common",2694,2025-10-15 22:52:00,"St. John's Road, Clapham Junction",200185,54813,CLASSIC,13m 59s,839066,13.984433333333333,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153051039,2025-10-15 22:38:00,"Jubilee Street, Stepney",200002,2025-10-15 22:48:00,"Central House, Aldgate",3430,58451,CLASSIC,9m 55s,595907,9.931783333333334,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153051040,2025-10-15 22:38:00,"Clapham Common Station, Clapham Common",2694,2025-10-15 22:48:00,"Limburg Road, Clapham Junction",300100,40914,CLASSIC,10m 14s,614803,10.246716666666666,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153051041,2025-10-15 22:38:00,"Argyle Street, Kings Cross",1011,2025-10-15 22:47:00,"Cloudesley Road, Angel",2586,57883,CLASSIC,9m 1s,541531,9.025516666666666,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153051042,2025-10-15 22:38:00,"Blythe Road, Olympia",200153,2025-10-15 22:50:00,"Finlay Street, Fulham",200029,57935,CLASSIC,11m 29s,689634,11.4939,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153051043,2025-10-15 22:38:00,"Panton Street, West End",3452,2025-10-15 23:03:00,"Riverlight North, Nine Elms",1165,55660,CLASSIC,24m 44s,1484222,24.737033333333333,Normal(10-40 mins),22,23,Wednesday,October,False,Weekday
153051044,2025-10-15 22:38:00,"Panton Street, West End",3452,2025-10-15 23:03:00,"Riverlight North, Nine Elms",1165,56867,CLASSIC,24m 41s,1481693,24.694883333333333,Normal(10-40 mins),22,23,Wednesday,October,False,Weekday
153051045,2025-10-15 22:38:00,"Canada Water Station, Rotherhithe",300252,2025-10-15 23:14:00,"Canada Water Station, Rotherhithe",300252,60156,PBSC_EBIKE,35m 42s,2142276,35.7046,Normal(10-40 mins),22,23,Wednesday,October,False,Weekday
153051046,2025-10-15 22:38:00,"Princedale Road , Holland Park",200067,2025-10-15 22:45:00,"Shepherd's Bush Road North, Shepherd's Bush",200209,52405,CLASSIC,6m 13s,373063,6.217716666666667,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153051047,2025-10-15 22:39:00,"Charles II Street, West End",3488,2025-10-15 22:58:00,"Rotherhithe Roundabout, Rotherhithe",10629,57115,CLASSIC,19m 30s,1170292,19.50486666666667,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153051017,2025-10-15 22:37:00,"Wright's Lane, Kensington",1094,2025-10-15 22:48:00,"Little Brook Green, Brook Green",300101,57003,CLASSIC,11m 27s,687259,11.454316666666667,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153051018,2025-10-15 22:37:00,"Normand Park, West Kensington",300008,2025-10-15 22:51:00,"Felsham Road, Putney",300019,54421,CLASSIC,13m 41s,821824,13.697066666666666,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153051019,2025-10-15 22:37:00,"Park Road (Baker Street), The Regent's Park",1050,2025-10-15 23:26:00,"New Kent Road, The Borough",966,30095,CLASSIC,49m 15s,2955350,49.255833333333335,Long(41-120 mins),22,23,Wednesday,October,False,Weekday
153051020,2025-10-15 22:37:00,"Calshot Street , King's Cross",1066,2025-10-15 22:48:00,"New Fetter Lane, Holborn",200044,56389,CLASSIC,11m 20s,680361,11.33935,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153051022,2025-10-15 22:37:00,"Clapham Common Station, Clapham Common",2694,2025-10-15 22:48:00,"Limburg Road, Clapham Junction",300100,56007,CLASSIC,10m 53s,653283,10.88805,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153051023,2025-10-15 22:37:00,"Empire Square, The Borough",1209,2025-10-15 22:53:00,"Bermondsey Station, Bermondsey",300253,57474,CLASSIC,15m 53s,953505,15.89175,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153051024,2025-10-15 22:37:00,"Old Montague Street, Whitechapel",200239,2025-10-15 22:52:00,"Furze Green, Bow",200011,51307,CLASSIC,14m 38s,878837,14.647283333333334,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153051025,2025-10-15 22:37:00,"Clapham Common Station, Clapham Common",2694,2025-10-15 22:48:00,"Limburg Road, Clapham Junction",300100,59714,CLASSIC,10m 44s,644919,10.74865,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153051026,2025-10-15 22:37:00,"Baldwin Street, St. Luke's",3500,2025-10-15 22:41:00,"Shoreditch High Street, Shoreditch",3445,23747,CLASSIC,3m 43s,223885,3.7314166666666666,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153051027,2025-10-15 22:37:00,"Park Road (Baker Street), The Regent's Park",1050,2025-10-15 23:26:00,"New Kent Road, The Borough",966,24171,CLASSIC,48m 43s,2923371,48.72285,Long(41-120 mins),22,23,Wednesday,October,False,Weekday
153051028,2025-10-15 22:37:00,"Fournier Street, Whitechapel",200157,2025-10-15 22:39:00,"Brushfield Street, Liverpool Street",1161,40278,CLASSIC,1m 23s,83892,1.3982,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153051029,2025-10-15 22:38:00,"Clapham Common Station, Clapham Common",2694,2025-10-15 22:49:00,"Limburg Road, Clapham Junction",300100,40569,CLASSIC,10m 52s,652916,10.881933333333333,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153051009,2025-10-15 22:36:00,"Sumner Place, South Kensington",1124,2025-10-15 23:22:00,"Dunston Road , Haggerston",300024,57952,CLASSIC,45m 42s,2742211,45.703516666666665,Long(41-120 mins),22,23,Wednesday,October,False,Weekday
153051010,2025-10-15 22:36:00,"Charing Cross Hospital, Hammersmith",300018,2025-10-15 23:09:00,"Fulham Broadway, Walham Green",300086,55232,CLASSIC,33m 7s,1987884,33.1314,Normal(10-40 mins),22,23,Wednesday,October,False,Weekday
153051011,2025-10-15 22:36:00,"Euston Square Gardens, Euston",300203,2025-10-15 23:01:00,"Shadwell Station, Shadwell",200020,22444,CLASSIC,24m 50s,1490498,24.841633333333334,Normal(10-40 mins),22,23,Wednesday,October,False,Weekday
153051012,2025-10-15 22:36:00,"Warwick Avenue Station, Maida Vale",1027,2025-10-15 22:40:00,"Westbourne Green, Westbourne",1128,59886,CLASSIC,3m 31s,211943,3.532383333333333,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153051013,2025-10-15 22:36:00,"Macclesfield Rd, St Lukes",1226,2025-10-15 22:49:00,"Pritchard's Road, Bethnal Green",200083,50242,CLASSIC,13m 10s,790374,13.1729,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153051014,2025-10-15 22:36:00,"Philpot Street, Whitechapel",200033,2025-10-15 22:45:00,"Goldsmith's Row, Haggerston",200159,55280,CLASSIC,8m 44s,524869,8.747816666666667,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153051015,2025-10-15 22:36:00,"Riverlight North, Nine Elms",1165,2025-10-15 22:45:00,"Simpson Street, Clapham Junction",200196,60558,PBSC_EBIKE,9m 6s,546585,9.10975,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153051016,2025-10-15 22:37:00,"Lavington Street, Bankside",300208,2025-10-15 23:07:00,"Orbel Street, Battersea",200114,50798,CLASSIC,30m 51s,1851410,30.856833333333334,Normal(10-40 mins),22,23,Wednesday,October,False,Weekday
153051001,2025-10-15 22:35:00,"Chicheley Street, South Bank",200206,2025-10-15 23:17:00,"Upper Bank Street, Canary Wharf",200099,61116,PBSC_EBIKE,41m 57s,2517709,41.961816666666664,Long(41-120 mins),22,23,Wednesday,October,False,Weekday
153051003,2025-10-15 22:35:00,"Holy Trinity Brompton, Knightsbridge",1002,2025-10-15 23:00:00,"Sancroft Street, Vauxhall",3434,41808,CLASSIC,24m 56s,1496278,24.937966666666668,Normal(10-40 mins),22,23,Wednesday,October,False,Weekday
153051004,2025-10-15 22:35:00,"Elizabeth Bridge, Victoria",1138,2025-10-15 22:43:00,"Wandsworth Rd, Isley Court, Wandsworth Road",200175,60520,PBSC_EBIKE,7m 57s,477763,7.962716666666667,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153051005,2025-10-15 22:35:00,"Hyde Park Corner, Hyde Park",1075,2025-10-15 22:48:00,"Phillimore Gardens, Kensington",1018,52266,CLASSIC,13m 9s,789405,13.15675,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153051007,2025-10-15 22:36:00,"Sumner Place, South Kensington",1124,2025-10-15 23:22:00,"Dunston Road , Haggerston",300024,55643,CLASSIC,46m 44s,2804114,46.73523333333333,Long(41-120 mins),22,23,Wednesday,October,False,Weekday
153051008,2025-10-15 22:36:00,"Montpelier Street, Knightsbridge",1206,2025-10-15 22:58:00,"St Mary's Hospital, Paddington",3496,57059,CLASSIC,22m 28s,1348408,22.473466666666667,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050990,2025-10-15 22:34:00,"Temple Gardens, Temple",300250,2025-10-15 22:52:00,"Flamborough Street, Limehouse",200115,57328,CLASSIC,17m 55s,1075849,17.930816666666665,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050991,2025-10-15 22:34:00,"South Bermondsey Station, Bermondsey",300062,2025-10-15 22:51:00,"Canton Street, Poplar",22175,50832,CLASSIC,17m 3s,1023690,17.0615,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050992,2025-10-15 22:34:00,"Percival Street, Finsbury",200051,2025-10-15 22:55:00,"Haggerston Road, Haggerston",300081,57418,CLASSIC,21m 17s,1277162,21.286033333333332,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050993,2025-10-15 22:34:00,"Duke Street Hill, London Bridge",300083,2025-10-15 22:54:00,"St John's Crescent, Brixton",300215,51853,CLASSIC,20m 5s,1205002,20.083366666666667,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050994,2025-10-15 22:34:00,"Belvedere Road 2, South Bank",300246,2025-10-15 22:47:00,"Brandon Street, Walworth",300060,59720,CLASSIC,13m 12s,792299,13.204983333333333,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050995,2025-10-15 22:34:00,"Percival Street, Finsbury",200051,2025-10-15 22:55:00,"Haggerston Road, Haggerston",300081,56821,CLASSIC,21m 4s,1264033,21.067216666666667,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050996,2025-10-15 22:34:00,"Queen Victoria Street, St. Paul's",1048,2025-10-15 22:52:00,"Pitfield Street North,Hoxton",200152,57601,CLASSIC,17m 51s,1071333,17.85555,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153050997,2025-10-15 22:34:00,"Upper Richmond Road, Putney",300042,2025-10-15 22:41:00,"Fulham Park Road, Fulham",200229,53551,CLASSIC,6m 24s,384107,6.401783333333333,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050999,2025-10-15 22:34:00,"Devonshire Terrace, Bayswater",1227,2025-10-15 22:45:00,"Hansard Mews, Holland Park",200154,63514,PBSC_EBIKE,10m 25s,625560,10.426,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
153051000,2025-10-15 22:34:00,"Crawford Street, Marylebone",1036,2025-10-15 23:03:00,"Disraeli Road, Putney",200217,56931,CLASSIC,28m 29s,1709348,28.489133333333335,Normal(10-40 mins),22,23,Wednesday,October,False,Weekday
153050977,2025-10-15 22:33:00,"Vereker Road, West Kensington",200116,2025-10-15 22:38:00,"Vereker Road, West Kensington",200116,52131,CLASSIC,5m 28s,328864,5.481066666666667,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050978,2025-10-15 22:33:00,"Albert Square, Stockwell",300209,2025-10-15 22:42:00,"Strata, Elephant & Castle",10624,42265,CLASSIC,9m 23s,563147,9.385783333333332,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050979,2025-10-15 22:33:00,"Cromer Street, Bloomsbury",300205,2025-10-15 22:36:00,"Ossulston Street, Somers Town",300211,40715,CLASSIC,2m 57s,177101,2.9516833333333334,Short(1-10 mins),22,22,Wednesday,October,False,Weekday
153050980,2025-10-15 22:33:00,"Red Lion Square, Holborn",3421,2025-10-15 22:44:00,"Shoreditch High Street, Shoreditch",3445,59248,CLASSIC,10m 48s,648455,10.807583333333334,Normal(10-40 mins),22,22,Wednesday,October,False,Weekday
